0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+01,1.000000000000000000e+00,8.187134502923976154e-01
0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+01,2.000000000000000000e+00,9.025341130604288553e-01
0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+01,4.000000000000000000e+00,9.142300194931773927e-01
0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+01,8.000000000000000000e+00,9.142300194931773927e-01
0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+01,1.600000000000000000e+01,9.103313840155945469e-01
0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+01,3.000000000000000000e+01,9.103313840155945469e-01
0.000000000000000000e+00,1.000000000000000000e+00,2.500000000000000000e+01,1.000000000000000000e+00,8.922716627634660336e-01
0.000000000000000000e+00,1.000000000000000000e+00,2.500000000000000000e+01,2.000000000000000000e+00,9.133489461358313966e-01
0.000000000000000000e+00,1.000000000000000000e+00,2.500000000000000000e+01,4.000000000000000000e+00,9.437939110070258097e-01
0.000000000000000000e+00,1.000000000000000000e+00,2.500000000000000000e+01,8.000000000000000000e+00,9.344262295081967595e-01
0.000000000000000000e+00,1.000000000000000000e+00,2.500000000000000000e+01,1.600000000000000000e+01,9.367681498829040221e-01
0.000000000000000000e+00,1.000000000000000000e+00,2.500000000000000000e+01,3.000000000000000000e+01,9.367681498829040221e-01
0.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e+01,1.000000000000000000e+00,8.947368421052631637e-01
0.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e+01,2.000000000000000000e+00,9.368421052631579204e-01
0.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e+01,4.000000000000000000e+00,9.438596491228070651e-01
0.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e+01,8.000000000000000000e+00,9.508771929824560987e-01
0.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e+01,1.600000000000000000e+01,9.543859649122806710e-01
0.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e+01,3.000000000000000000e+01,9.543859649122806710e-01
0.000000000000000000e+00,1.000000000000000000e+00,6.000000000000000000e+01,1.000000000000000000e+00,8.684210526315789824e-01
